PropertyIndex,ActualSalePrice,PredictedFairValue,DollarSpread,PercentageSpread,Action,RiskLevel,DecisionRecommendation
923,193000.0,170423.21000358235,-22576.789996417647,-11.6978186509936,PASS / NEGOTIATE,High,"Overpriced by 11.7% (Overpayment risk: $22,577). Do not purchase at ask price. Submit counter-offer capped at $167,015."
32,179900.0,205236.08922907148,25336.089229071484,14.083429254625615,STRONG BUY,Low,"Undervalued by 14.1% ($25,336 upside). Acquire immediately below model fair value of $205,236."
809,106000.0,153781.17804049188,47781.17804049188,45.076583057067815,STRONG BUY,Low,"Undervalued by 45.1% ($47,781 upside). Acquire immediately below model fair value of $153,781."
1027,293077.0,301704.9267600108,8627.926760010829,2.9439112451713467,FAIR VALUE,Moderate,Priced at fair market value (spread: +2.9%). Standard mortgage underwriting and acquisition approved.
1053,144500.0,139026.2571568433,-5473.74284315671,-3.788057330904297,FAIR VALUE,Moderate,Priced at fair market value (spread: -3.8%). Standard mortgage underwriting and acquisition approved.
576,145000.0,142013.74917055224,-2986.2508294477593,-2.0594833306536273,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.1%). Standard mortgage underwriting and acquisition approved.
666,129000.0,187212.17191044774,58212.17191044774,45.12571465926181,STRONG BUY,Low,"Undervalued by 45.1% ($58,212 upside). Acquire immediately below model fair value of $187,212."
297,239000.0,243690.32150502474,4690.321505024738,1.9624776171651623,FAIR VALUE,Moderate,Priced at fair market value (spread: +2.0%). Standard mortgage underwriting and acquisition approved.
261,276000.0,347604.16333192505,71604.16333192505,25.94353743910328,STRONG BUY,Low,"Undervalued by 25.9% ($71,604 upside). Acquire immediately below model fair value of $347,604."
1183,120000.0,153661.83925992993,33661.839259929926,28.051532716608275,STRONG BUY,Low,"Undervalued by 28.1% ($33,662 upside). Acquire immediately below model fair value of $153,662."
939,244400.0,220040.8624943194,-24359.137505680614,-9.966913873028075,FAIR VALUE,Moderate,Priced at fair market value (spread: -10.0%). Standard mortgage underwriting and acquisition approved.
309,360000.0,359524.25602853065,-475.74397146934643,-0.13215110318592957,FAIR VALUE,Moderate,Priced at fair market value (spread: -0.1%). Standard mortgage underwriting and acquisition approved.
163,103200.0,105462.0662815031,2262.0662815030955,2.1919246913789685,FAIR VALUE,Moderate,Priced at fair market value (spread: +2.2%). Standard mortgage underwriting and acquisition approved.
637,93000.0,87135.43717094441,-5864.562829055591,-6.305981536618914,FAIR VALUE,Moderate,Priced at fair market value (spread: -6.3%). Standard mortgage underwriting and acquisition approved.
600,275000.0,282674.79042746534,7674.790427465341,2.7908328827146693,FAIR VALUE,Moderate,Priced at fair market value (spread: +2.8%). Standard mortgage underwriting and acquisition approved.
1174,239000.0,232725.61998871656,-6274.380011283443,-2.6252636030474656,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.6%). Standard mortgage underwriting and acquisition approved.
371,134432.0,113908.64705400157,-20523.352945998427,-15.266716961734131,PASS / NEGOTIATE,High,"Overpriced by 15.3% (Overpayment risk: $20,523). Do not purchase at ask price. Submit counter-offer capped at $111,630."
239,113000.0,118607.50197209921,5607.501972099213,4.962391125751516,FAIR VALUE,Moderate,Priced at fair market value (spread: +5.0%). Standard mortgage underwriting and acquisition approved.
786,139000.0,127233.57080145892,-11766.429198541082,-8.465056977367686,FAIR VALUE,Moderate,Priced at fair market value (spread: -8.5%). Standard mortgage underwriting and acquisition approved.
1273,177000.0,169855.80393823137,-7144.196061768627,-4.036268961451202,FAIR VALUE,Moderate,Priced at fair market value (spread: -4.0%). Standard mortgage underwriting and acquisition approved.
1086,83500.0,89298.99294794249,5798.99294794249,6.944901734062863,FAIR VALUE,Moderate,Priced at fair market value (spread: +6.9%). Standard mortgage underwriting and acquisition approved.
1214,134500.0,127438.66126360651,-7061.338736393489,-5.250065975013746,FAIR VALUE,Moderate,Priced at fair market value (spread: -5.3%). Standard mortgage underwriting and acquisition approved.
783,165500.0,158530.8213130067,-6969.178686993313,-4.210984100902304,FAIR VALUE,Moderate,Priced at fair market value (spread: -4.2%). Standard mortgage underwriting and acquisition approved.
644,370878.0,362581.1959180421,-8296.804081957904,-2.237070972653515,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.2%). Standard mortgage underwriting and acquisition approved.
425,135000.0,142329.8367125885,7329.836712588498,5.42950867599148,FAIR VALUE,Moderate,Priced at fair market value (spread: +5.4%). Standard mortgage underwriting and acquisition approved.
1054,255000.0,247904.54080351774,-7095.459196482261,-2.782533018228338,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.8%). Standard mortgage underwriting and acquisition approved.
63,140000.0,152115.63349092778,12115.63349092778,8.654023922091271,FAIR VALUE,Moderate,Priced at fair market value (spread: +8.7%). Standard mortgage underwriting and acquisition approved.
655,88000.0,86286.3515277468,-1713.648472253204,-1.947327809378641,FAIR VALUE,Moderate,Priced at fair market value (spread: -1.9%). Standard mortgage underwriting and acquisition approved.
1394,246578.0,225969.01197714772,-20608.98802285228,-8.357999506384301,FAIR VALUE,Moderate,Priced at fair market value (spread: -8.4%). Standard mortgage underwriting and acquisition approved.
1109,280000.0,308658.17126373947,28658.171263739467,10.235061165621238,STRONG BUY,Low,"Undervalued by 10.2% ($28,658 upside). Acquire immediately below model fair value of $308,658."
959,155000.0,165604.94326781033,10604.943267810333,6.841898882458279,FAIR VALUE,Moderate,Priced at fair market value (spread: +6.8%). Standard mortgage underwriting and acquisition approved.
432,122500.0,118898.11819079448,-3601.8818092055153,-2.940311680984094,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.9%). Standard mortgage underwriting and acquisition approved.
932,320000.0,312720.50543719996,-7279.494562800042,-2.274842050875013,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.3%). Standard mortgage underwriting and acquisition approved.
1194,158000.0,157712.37341843868,-287.6265815613151,-0.18204214022868043,FAIR VALUE,Moderate,Priced at fair market value (spread: -0.2%). Standard mortgage underwriting and acquisition approved.
840,140000.0,139747.49671324505,-252.5032867549453,-0.18035949053924666,FAIR VALUE,Moderate,Priced at fair market value (spread: -0.2%). Standard mortgage underwriting and acquisition approved.
1323,82500.0,101793.59307385675,19293.593073856755,23.386173422856675,STRONG BUY,Low,"Undervalued by 23.4% ($19,294 upside). Acquire immediately below model fair value of $101,794."
608,359100.0,294346.8198940856,-64753.18010591442,-18.032074660516408,PASS / NEGOTIATE,High,"Overpriced by 18.0% (Overpayment risk: $64,753). Do not purchase at ask price. Submit counter-offer capped at $288,460."
1198,178000.0,171126.6675266529,-6873.332473347109,-3.861422737835454,FAIR VALUE,Moderate,Priced at fair market value (spread: -3.9%). Standard mortgage underwriting and acquisition approved.
30,40000.0,94138.73817461714,54138.738174617145,135.34684543654288,STRONG BUY,Low,"Undervalued by 135.3% ($54,139 upside). Acquire immediately below model fair value of $94,139."
56,172500.0,197342.9078993855,24842.907899385493,14.401685738774198,STRONG BUY,Low,"Undervalued by 14.4% ($24,843 upside). Acquire immediately below model fair value of $197,343."
1177,115000.0,115667.80783115473,667.8078311547288,0.5807024618736772,FAIR VALUE,Moderate,Priced at fair market value (spread: +0.6%). Standard mortgage underwriting and acquisition approved.
451,280000.0,249015.7555300942,-30984.244469905796,-11.065801596394927,PASS / NEGOTIATE,High,"Overpriced by 11.1% (Overpayment risk: $30,984). Do not purchase at ask price. Submit counter-offer capped at $244,035."
559,234000.0,200604.23842912097,-33395.761570879025,-14.27169297900813,PASS / NEGOTIATE,High,"Overpriced by 14.3% (Overpayment risk: $33,396). Do not purchase at ask price. Submit counter-offer capped at $196,592."
365,147000.0,120741.16732446472,-26258.832675535275,-17.86315147995597,PASS / NEGOTIATE,High,"Overpriced by 17.9% (Overpayment risk: $26,259). Do not purchase at ask price. Submit counter-offer capped at $118,326."
423,315000.0,307382.71371252136,-7617.286287478637,-2.418186123009091,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.4%). Standard mortgage underwriting and acquisition approved.
1310,335000.0,304280.9348114232,-30719.065188576817,-9.169870205545319,FAIR VALUE,Moderate,Priced at fair market value (spread: -9.2%). Standard mortgage underwriting and acquisition approved.
1440,191000.0,241741.38377182456,50741.38377182456,26.566169514044276,STRONG BUY,Low,"Undervalued by 26.6% ($50,741 upside). Acquire immediately below model fair value of $241,741."
1008,240000.0,243320.34138198892,3320.3413819889247,1.3834755758287185,FAIR VALUE,Moderate,Priced at fair market value (spread: +1.4%). Standard mortgage underwriting and acquisition approved.
979,139000.0,140640.581568276,1640.5815682759858,1.180274509551069,FAIR VALUE,Moderate,Priced at fair market value (spread: +1.2%). Standard mortgage underwriting and acquisition approved.
354,140000.0,153920.89804464555,13920.898044645553,9.943498603318252,FAIR VALUE,Moderate,Priced at fair market value (spread: +9.9%). Standard mortgage underwriting and acquisition approved.
1356,110000.0,92827.7563493338,-17172.243650666205,-15.611130591514733,PASS / NEGOTIATE,High,"Overpriced by 15.6% (Overpayment risk: $17,172). Do not purchase at ask price. Submit counter-offer capped at $90,971."
306,225000.0,217955.14556352812,-7044.854436471884,-3.1310464162097262,FAIR VALUE,Moderate,Priced at fair market value (spread: -3.1%). Standard mortgage underwriting and acquisition approved.
1435,174000.0,169911.68989149862,-4088.310108501377,-2.349603510632975,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.3%). Standard mortgage underwriting and acquisition approved.
99,128950.0,125751.06934326312,-3198.9306567368767,-2.4807527388420914,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.5%). Standard mortgage underwriting and acquisition approved.
755,172500.0,169538.76599546903,-2961.2340045309684,-1.7166573939309961,FAIR VALUE,Moderate,Priced at fair market value (spread: -1.7%). Standard mortgage underwriting and acquisition approved.
271,241500.0,180955.3230842091,-60544.676915790886,-25.070259592459994,PASS / NEGOTIATE,High,"Overpriced by 25.1% (Overpayment risk: $60,545). Do not purchase at ask price. Submit counter-offer capped at $177,336."
240,262500.0,252115.84395658338,-10384.156043416617,-3.955868968920616,FAIR VALUE,Moderate,Priced at fair market value (spread: -4.0%). Standard mortgage underwriting and acquisition approved.
598,217500.0,225458.18225130928,7958.1822513092775,3.658934368418058,FAIR VALUE,Moderate,Priced at fair market value (spread: +3.7%). Standard mortgage underwriting and acquisition approved.
1092,136500.0,173612.7913778486,37112.791377848596,27.188858152270036,STRONG BUY,Low,"Undervalued by 27.2% ($37,113 upside). Acquire immediately below model fair value of $173,613."
358,130000.0,116570.53559106124,-13429.464408938758,-10.330357237645199,PASS / NEGOTIATE,High,"Overpriced by 10.3% (Overpayment risk: $13,429). Do not purchase at ask price. Submit counter-offer capped at $114,239."
984,126000.0,111523.74346963881,-14476.256530361192,-11.489092484413645,PASS / NEGOTIATE,High,"Overpriced by 11.5% (Overpayment risk: $14,476). Do not purchase at ask price. Submit counter-offer capped at $109,293."
1405,275000.0,292320.47057964455,17320.47057964455,6.298352938052563,FAIR VALUE,Moderate,Priced at fair market value (spread: +6.3%). Standard mortgage underwriting and acquisition approved.
707,254000.0,212817.175987078,-41182.82401292201,-16.213710241307876,PASS / NEGOTIATE,High,"Overpriced by 16.2% (Overpayment risk: $41,183). Do not purchase at ask price. Submit counter-offer capped at $208,561."
599,151000.0,127383.15135097069,-23616.848649029314,-15.64029711856246,PASS / NEGOTIATE,High,"Overpriced by 15.6% (Overpayment risk: $23,617). Do not purchase at ask price. Submit counter-offer capped at $124,835."
1429,182900.0,190562.6310941716,7662.631094171607,4.189519461001426,FAIR VALUE,Moderate,Priced at fair market value (spread: +4.2%). Standard mortgage underwriting and acquisition approved.
1344,155835.0,198406.6213733693,42571.6213733693,27.318395336971346,STRONG BUY,Low,"Undervalued by 27.3% ($42,572 upside). Acquire immediately below model fair value of $198,407."
339,155000.0,143402.67767083494,-11597.322329165065,-7.48214343817101,FAIR VALUE,Moderate,Priced at fair market value (spread: -7.5%). Standard mortgage underwriting and acquisition approved.
951,119900.0,117290.9880033397,-2609.0119966602942,-2.1759899888743073,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.2%). Standard mortgage underwriting and acquisition approved.
1432,64500.0,81177.78154359892,16677.781543598918,25.85702564899057,STRONG BUY,Low,"Undervalued by 25.9% ($16,678 upside). Acquire immediately below model fair value of $81,178."
1104,106000.0,107793.36573103652,1793.3657310365234,1.691854463242003,FAIR VALUE,Moderate,Priced at fair market value (spread: +1.7%). Standard mortgage underwriting and acquisition approved.
711,102776.0,102502.90466445338,-273.095335546619,-0.26571897675198397,FAIR VALUE,Moderate,Priced at fair market value (spread: -0.3%). Standard mortgage underwriting and acquisition approved.
1049,84900.0,94839.30590905568,9939.305909055678,11.707074097827654,STRONG BUY,Low,"Undervalued by 11.7% ($9,939 upside). Acquire immediately below model fair value of $94,839."
310,165600.0,165251.66396142024,-348.33603857975686,-0.21034784938391113,FAIR VALUE,Moderate,Priced at fair market value (spread: -0.2%). Standard mortgage underwriting and acquisition approved.
572,224500.0,234478.38285853004,9978.382858530036,4.444713968164827,FAIR VALUE,Moderate,Priced at fair market value (spread: +4.4%). Standard mortgage underwriting and acquisition approved.
917,135000.0,135521.99657091394,521.996570913936,0.3866641266029156,FAIR VALUE,Moderate,Priced at fair market value (spread: +0.4%). Standard mortgage underwriting and acquisition approved.
603,151000.0,147753.7897003206,-3246.2102996793983,-2.1498081454830453,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.1%). Standard mortgage underwriting and acquisition approved.
289,153575.0,139851.78717933496,-13723.212820665038,-8.935837747462177,FAIR VALUE,Moderate,Priced at fair market value (spread: -8.9%). Standard mortgage underwriting and acquisition approved.
428,195400.0,208626.17909073894,13226.179090738937,6.768771284922691,FAIR VALUE,Moderate,Priced at fair market value (spread: +6.8%). Standard mortgage underwriting and acquisition approved.
1085,147000.0,162253.93934490706,15253.939344907063,10.376829486331335,STRONG BUY,Low,"Undervalued by 10.4% ($15,254 upside). Acquire immediately below model fair value of $162,254."
208,277000.0,245435.91797725274,-31564.082022747258,-11.394975459475544,PASS / NEGOTIATE,High,"Overpriced by 11.4% (Overpayment risk: $31,564). Do not purchase at ask price. Submit counter-offer capped at $240,527."
662,110000.0,139368.52732053312,29368.527320533118,26.69866120048465,STRONG BUY,Low,"Undervalued by 26.7% ($29,369 upside). Acquire immediately below model fair value of $139,369."
353,105900.0,106867.96176810432,967.9617681043164,0.9140337753581836,FAIR VALUE,Moderate,Priced at fair market value (spread: +0.9%). Standard mortgage underwriting and acquisition approved.
324,242000.0,248583.50118786312,6583.501187863119,2.720455036307074,FAIR VALUE,Moderate,Priced at fair market value (spread: +2.7%). Standard mortgage underwriting and acquisition approved.
237,194500.0,221924.36022276036,27424.360222760355,14.099928135095299,STRONG BUY,Low,"Undervalued by 14.1% ($27,424 upside). Acquire immediately below model fair value of $221,924."
58,438780.0,455778.0192445766,16998.01924457657,3.873927536482194,FAIR VALUE,Moderate,Priced at fair market value (spread: +3.9%). Standard mortgage underwriting and acquisition approved.
1158,235128.0,211888.76343848757,-23239.23656151243,-9.883653397941728,FAIR VALUE,Moderate,Priced at fair market value (spread: -9.9%). Standard mortgage underwriting and acquisition approved.
536,188000.0,204852.5757929163,16852.575792916294,8.96413606006186,FAIR VALUE,Moderate,Priced at fair market value (spread: +9.0%). Standard mortgage underwriting and acquisition approved.
367,165000.0,152768.7014736299,-12231.298526370112,-7.412908197800068,FAIR VALUE,Moderate,Priced at fair market value (spread: -7.4%). Standard mortgage underwriting and acquisition approved.
1147,174500.0,183210.53991519636,8710.539915196365,4.991713418450639,FAIR VALUE,Moderate,Priced at fair market value (spread: +5.0%). Standard mortgage underwriting and acquisition approved.
23,129900.0,141956.9076039785,12056.9076039785,9.281684067727868,FAIR VALUE,Moderate,Priced at fair market value (spread: +9.3%). Standard mortgage underwriting and acquisition approved.
107,115000.0,84659.28357677514,-30340.71642322486,-26.383231672369444,PASS / NEGOTIATE,High,"Overpriced by 26.4% (Overpayment risk: $30,341). Do not purchase at ask price. Submit counter-offer capped at $82,966."
747,265979.0,219302.36990948225,-46676.63009051775,-17.548990743824795,PASS / NEGOTIATE,High,"Overpriced by 17.5% (Overpayment risk: $46,677). Do not purchase at ask price. Submit counter-offer capped at $214,916."
728,110000.0,151570.3032204552,41570.303220455186,37.79118474586835,STRONG BUY,Low,"Undervalued by 37.8% ($41,570 upside). Acquire immediately below model fair value of $151,570."
361,145000.0,147159.54950899805,2159.549508998054,1.4893444889641754,FAIR VALUE,Moderate,Priced at fair market value (spread: +1.5%). Standard mortgage underwriting and acquisition approved.
760,127500.0,123820.98657138321,-3679.0134286167886,-2.885500728326893,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.9%). Standard mortgage underwriting and acquisition approved.
539,272000.0,240203.7047990308,-31796.29520096921,-11.689814412121033,PASS / NEGOTIATE,High,"Overpriced by 11.7% (Overpayment risk: $31,796). Do not purchase at ask price. Submit counter-offer capped at $235,400."
1141,197500.0,187000.9914564959,-10499.008543504111,-5.3159536929134745,FAIR VALUE,Moderate,Priced at fair market value (spread: -5.3%). Standard mortgage underwriting and acquisition approved.
1176,119500.0,116120.25747503914,-3379.742524960864,-2.8282364225613925,FAIR VALUE,Moderate,Priced at fair market value (spread: -2.8%). Standard mortgage underwriting and acquisition approved.
1388,377500.0,357546.68331603194,-19953.316683968063,-5.28564680370015,FAIR VALUE,Moderate,Priced at fair market value (spread: -5.3%). Standard mortgage underwriting and acquisition approved.
781,175900.0,173668.08986037475,-2231.9101396252518,-1.2688516996164023,FAIR VALUE,Moderate,Priced at fair market value (spread: -1.3%). Standard mortgage underwriting and acquisition approved.
1122,112000.0,61180.804021150514,-50819.195978849486,-45.374282123972755,PASS / NEGOTIATE,High,"Overpriced by 45.4% (Overpayment risk: $50,819). Do not purchase at ask price. Submit counter-offer capped at $59,957."
1095,176432.0,171020.75055475003,-5411.249445249967,-3.067045346224022,FAIR VALUE,Moderate,Priced at fair market value (spread: -3.1%). Standard mortgage underwriting and acquisition approved.
1129,140000.0,141504.3440839689,1504.3440839688992,1.0745314885492137,FAIR VALUE,Moderate,Priced at fair market value (spread: +1.1%). Standard mortgage underwriting and acquisition approved.
233,128200.0,126381.04840041594,-1818.951599584063,-1.4188390012356187,FAIR VALUE,Moderate,Priced at fair market value (spread: -1.4%). Standard mortgage underwriting and acquisition approved.
426,275000.0,244724.6216106541,-30275.37838934589,-11.009228505216687,PASS / NEGOTIATE,High,"Overpriced by 11.0% (Overpayment risk: $30,275). Do not purchase at ask price. Submit counter-offer capped at $239,830."
196,311872.0,342014.8052125346,30142.805212534615,9.665120694558862,FAIR VALUE,Moderate,Priced at fair market value (spread: +9.7%). Standard mortgage underwriting and acquisition approved.
1250,244000.0,288342.30406575836,44342.30406575836,18.173075436786217,STRONG BUY,Low,"Undervalued by 18.2% ($44,342 upside). Acquire immediately below model fair value of $288,342."
81,153500.0,178121.76310920148,24621.763109201478,16.040236553225718,STRONG BUY,Low,"Undervalued by 16.0% ($24,622 upside). Acquire immediately below model fair value of $178,122."
1368,144000.0,134985.91663630115,-9014.083363698854,-6.25978011367976,FAIR VALUE,Moderate,Priced at fair market value (spread: -6.3%). Standard mortgage underwriting and acquisition approved.
1447,240000.0,251062.57255140838,11062.572551408375,4.60940522975349,FAIR VALUE,Moderate,Priced at fair market value (spread: +4.6%). Standard mortgage underwriting and acquisition approved.
111,180000.0,172890.90580715222,-7109.094192847784,-3.9494967738043245,FAIR VALUE,Moderate,Priced at fair market value (spread: -3.9%). Standard mortgage underwriting and acquisition approved.
1331,132500.0,130745.02965974939,-1754.970340250613,-1.3245059171702738,FAIR VALUE,Moderate,Priced at fair market value (spread: -1.3%). Standard mortgage underwriting and acquisition approved.
744,180000.0,225272.88733369546,45272.88733369546,25.15160407427525,STRONG BUY,Low,"Undervalued by 25.2% ($45,273 upside). Acquire immediately below model fair value of $225,273."
937,253000.0,229352.12248470233,-23647.877515297674,-9.34698716019671,FAIR VALUE,Moderate,Priced at fair market value (spread: -9.3%). Standard mortgage underwriting and acquisition approved.
344,85000.0,75027.53627258472,-9972.463727415277,-11.732310267547385,PASS / NEGOTIATE,High,"Overpriced by 11.7% (Overpayment risk: $9,972). Do not purchase at ask price. Submit counter-offer capped at $73,527."
1231,132500.0,132335.41373738504,-164.58626261496102,-0.12421604725657434,FAIR VALUE,Moderate,Priced at fair market value (spread: -0.1%). Standard mortgage underwriting and acquisition approved.
954,127500.0,130884.48109573184,3384.4810957318405,2.6544949770445805,FAIR VALUE,Moderate,Priced at fair market value (spread: +2.7%). Standard mortgage underwriting and acquisition approved.
935,79900.0,102175.16165062986,22275.16165062986,27.878800563992318,STRONG BUY,Low,"Undervalued by 27.9% ($22,275 upside). Acquire immediately below model fair value of $102,175."
350,318061.0,316061.0254271822,-1999.974572817795,-0.628802202350428,FAIR VALUE,Moderate,Priced at fair market value (spread: -0.6%). Standard mortgage underwriting and acquisition approved.
589,79500.0,87179.06570575584,7679.065705755842,9.659202145604832,FAIR VALUE,Moderate,Priced at fair market value (spread: +9.7%). Standard mortgage underwriting and acquisition approved.
1082,192000.0,188632.19725640217,-3367.8027435978292,-1.7540639289572026,FAIR VALUE,Moderate,Priced at fair market value (spread: -1.8%). Standard mortgage underwriting and acquisition approved.
948,192500.0,203748.85891604354,11248.858916043537,5.84356307326937,FAIR VALUE,Moderate,Priced at fair market value (spread: +5.8%). Standard mortgage underwriting and acquisition approved.
1449,92000.0,101059.4182499593,9059.4182499593,9.84719374995576,FAIR VALUE,Moderate,Priced at fair market value (spread: +9.8%). Standard mortgage underwriting and acquisition approved.
989,197000.0,202474.48605157458,5474.486051574582,2.77892692973329,FAIR VALUE,Moderate,Priced at fair market value (spread: +2.8%). Standard mortgage underwriting and acquisition approved.
1313,333168.0,318364.5215552924,-14803.47844470758,-4.443247384114795,FAIR VALUE,Moderate,Priced at fair market value (spread: -4.4%). Standard mortgage underwriting and acquisition approved.
478,297000.0,303986.5191120844,6986.51911208441,2.352363337402158,FAIR VALUE,Moderate,Priced at fair market value (spread: +2.4%). Standard mortgage underwriting and acquisition approved.
1247,169900.0,144671.45643380503,-25228.543566194974,-14.849054482751603,PASS / NEGOTIATE,High,"Overpriced by 14.8% (Overpayment risk: $25,229). Do not purchase at ask price. Submit counter-offer capped at $141,778."
1410,230000.0,212165.91736752697,-17834.08263247303,-7.753948970640448,FAIR VALUE,Moderate,Priced at fair market value (spread: -7.8%). Standard mortgage underwriting and acquisition approved.
479,89471.0,144176.3656796666,54705.365679666604,61.14312534750545,STRONG BUY,Low,"Undervalued by 61.1% ($54,705 upside). Acquire immediately below model fair value of $144,176."
1361,260000.0,291564.2557391939,31564.255739193875,12.140098361228413,STRONG BUY,Low,"Undervalued by 12.1% ($31,564 upside). Acquire immediately below model fair value of $291,564."
1415,175900.0,213151.74557615508,37251.74557615508,21.17779737132182,STRONG BUY,Low,"Undervalued by 21.2% ($37,252 upside). Acquire immediately below model fair value of $213,152."
651,108000.0,101428.95122885937,-6571.048771140631,-6.084304417722806,FAIR VALUE,Moderate,Priced at fair market value (spread: -6.1%). Standard mortgage underwriting and acquisition approved.
722,124500.0,111355.67788417812,-13144.32211582188,-10.557688446443278,PASS / NEGOTIATE,High,"Overpriced by 10.6% (Overpayment risk: $13,144). Do not purchase at ask price. Submit counter-offer capped at $109,129."
